Athlete_ID,event_anzahl,name,sex,Goldmedallien,Silbermedallien,Bronzemmedallien
64239,2,"Sylvio Kroll",M,0,2,0
64288,2,"Viktor Alekseyevich Krovopuskov",M,4,0,0
64738,2,"Wilhelm "Willi" Kuhweide",M,1,0,1
64873,2,"Ichiya Kumagae",M,0,2,0
65403,2,"Viktor Aleksandrovich Kuznetsov",M,0,2,0
66603,3,"Martial Guy Lapbie",M,2,1,0
66870,2,"Erik Bernhard Larsson",M,1,0,1
67686,2,"Vesela Nikolaeva Lecheva (-Veleva)",F,0,2,0
68132,2,"Lee Seong-Jin",F,2,1,0
68209,2,"Lee Yong-Dae",M,1,0,1
68226,2,"Faith Yvonne Leech (-Touhy)",F,1,0,1
68714,3,"Julius Lenhart",M,2,1,0
68784,2,"Edgar Welch Leonard",M,1,0,1
68812,2,"Dmytro Maksymovych Leonkin",M,1,0,1
68932,2,"Robert LeRoy",M,0,2,0
69699,2,"Eric Henry Liddell",M,1,0,1
70039,2,"Joan Louise Lind (-Van Blom)",F,0,2,0
70063,2,"Edward Ferdinand Jacob "Ed" Lindberg",M,1,0,1
70349,2,"Pentti Tapio Aleksi Linnosvuo (Lindroos-)",M,2,1,0
70669,2,"Liu Xuan",F,1,0,1
70893,3,"Danyon Joseph Loader",M,2,1,0
71522,2,"Dietmar Lorenz",M,1,0,1
71687,2,"Constantine Michael Louloudis",M,1,0,1
71739,2,"Lea E. Loveless (-Maurer)",F,1,0,1
72293,3,"ke Lundeberg",M,2,1,0
72356,3,"Johan August "ge" Lundstrm",M,2,1,0
72469,2,"Stanislav Lusk",M,1,0,1
72498,2,"August Ltke Westhues (Hohenbrink-)",M,0,2,0
72518,2,"Hans Lutz",M,1,0,1
72751,2,"Ma Yanhong",F,1,0,1
73450,2,"Christine Marie Magnuson",F,0,2,0
74120,2,"Grgory Mallet",M,0,2,0
74802,2,"Vladimir Nikolayevich Marchenko",M,0,2,0
74898,2,"Anne R. Marden (-Grainger)",F,0,2,0
75388,2,"Michael Lawrence "Mike" Marsh",M,2,1,0
75551,2,"Damir Martin",M,0,2,0
75674,2,"Silvio Martinello",M,1,0,1
75676,2,"Nicolae Martinescu",M,1,0,1
76058,2,"Daniele Masala",M,2,1,0
77135,2,"Serafino Mazzarocchi",M,1,0,1
77244,2,"Thomas Sean "Tom" McBreen",M,1,0,1
77388,2,"Patricia Joan "Pat" McCormick (Keller-)",F,4,0,0
77472,3,"Patrick Joseph "Pat" McDonald (McDonnell-)",M,2,1,0
77519,2,"Danny D. McFarlane",M,0,2,0
77595,2,"Scott Anthony McGrory",M,1,0,1
77671,2,"Jonathan Dunn McKee",M,1,0,1
77747,2,"Richard Lee "Rick" McKinney",M,0,2,0
78018,2,"Miloslav Me",M,1,0,1
78267,2,"Catherine Michelle "Katie" Meili",F,1,0,1
78424,2,"Harry Clemens "Buddy" Melges, Jr.",M,1,0,1
78473,2,"Wilhelm "Willi" Melliger",M,0,2,0
78732,2,"Gemma Mengual Civil",F,0,2,0
78849,2,"Gaston Antoine Mercier",M,1,0,1
78911,2,"Petar Khristov Merkov",M,0,2,0
79083,2,"Ervin Mszros",M,1,0,1
79086,2,"Gyrgy Mszros",M,0,2,0
79420,2,"Chantelle Lee Michell-Newbery",F,1,0,1
79870,2,"William Garfield "Bill" Miller",M,0,2,0
79881,2,"Cody Miller",M,1,0,1
79990,2,"Ronald Parker "Ronnie" Mills",M,1,0,1
80004,2,"William Milne",M,0,2,0
80575,2,"Yoshinobu Miyake",M,2,1,0
80946,2,"Asgari Mohammadian",M,0,2,0
81051,2,"Albert Andreyevich Mokeyev",M,1,0,1
81383,2,"Maurice Paul Ren Monney-Bouton",M,0,2,0
81407,2,"Jessica Monroe (-Gonin)",F,2,1,0
81844,2,"Martina Moravcov",F,0,2,0
81928,2,"Jacques Morel",M,0,2,0
82092,2,"Oreste Moricca",M,1,0,1
82237,2,"Alwyn Morris",M,1,0,1
83241,2,"Mun Ui-Je",M,0,2,0
83530,2,"John Joseph Murphy",M,1,0,1
83558,2,"Andrew Barron "Andy" Murray",M,2,1,0
84204,2,"Ihor Volodymyrovych Nahaiev",M,0,2,0
84467,2,"Chuhei Nanbu",M,1,0,1
84598,2,"George Christopher Nash",M,1,0,1
85535,2,"David Neville",M,1,0,1
85712,2,"Marcel Van Minh Phuc Long Nguyen",M,0,2,0
86723,2,"Evan Baillie Noel",M,1,0,1
86999,2,"Lowell Orton North",M,1,0,1
87006,2,"Douglas Dale "Doug" Northway",M,1,0,1
87660,2,"Lovett Ian O'Brien",M,1,0,1
88239,2,"Oh Jin-Hyek",M,1,0,1
88782,3,"Abelardo Olivier",M,2,1,0
88786,2,"Eugne Victor Olivier",M,1,0,1
88798,2,"Nadiya Fedorivna Olizarenko (Mushta-)",F,1,0,1
89080,2,"Harcourt Ommundsen",M,0,2,0
89082,2,"Philippe Louis Ren Marcel Omns",M,1,0,1
89932,2,"Yuki Ota",M,0,2,0
90192,2,"Stephen Michael John "Steve" Ovett",M,1,0,1
90226,4,"James Cleveland "Jesse" Owens",M,4,0,0
90389,2,"Darrell Owen Pace",M,2,1,0
90781,2,"Ireneusz Paliski",M,1,0,1
91088,3,"Denis Vladimirovich Pankratov",M,2,1,0
91332,2,"Guilherme Paraense",M,1,0,1
91499,2,"Park Gyeong-Mo",M,2,1,0
92274,2,"Carlo Pavesi",M,4,0,0
92423,2,"Marita Arthur Payne Wiggins",F,0,2,0
92524,2,"Todd Robert Pearson",M,2,1,0
92736,2,"Mouritius Prosper "Maurice" Peeters",M,1,0,1
92991,2,"Victoria Louise "Vicki" Pendleton (-Gardner)",F,2,1,0
93107,2,"Thierry Pponnet",M,1,0,1
93153,2,"Iain Bryden Percy",M,2,1,0
93944,2,"Reinhold William Eugen Petersson (-Bjrneman)",M,1,0,1
94202,2,"Attila Petschauer",M,2,1,0
94812,2,"Herman Matinpoika "Hermanni" Pihlajamki",M,1,0,1
94813,2,"Kustaa Kustaanpoika Pihlajamki",M,2,1,0
94892,2,"Luc Camille Fernand Pillot",M,1,0,1
94913,3,"William Edwin Pimm",M,2,1,0
95016,2,"Matthew Clive Pinsent",M,4,0,0
95532,2,"David Edward Plummer",M,1,0,1
95598,3,"Liliya Oleksandrivna Podkopaieva (-Nahorniy)",F,2,1,0
96143,2,"Florin Popescu",M,1,0,1
96956,2,"Mitic Pricop",M,1,0,1
96968,2,"Petra Priemer (-Brinkmann)",F,0,2,0
97085,2,"Alfred Probst",M,1,0,1
97201,2,"Tetiana Vasylivna Prorochenko (-Burakova)",F,1,0,1
97443,2,"Maricica Puic (Luca-)",F,1,0,1
97482,2,"Imre Pulai",M,1,0,1
97815,2,"Megan M. Quann-Jendrick",F,2,1,0
98174,2,"Paolo Francesco "Paul"  Radmilovic",M,4,0,0
99155,2,"Hubert Raudaschl",M,0,2,0
99540,2,"Shayne Leanne Reese",F,1,0,1
99978,2,"Victor Iosifovich Reneischi",M,2,1,0
100513,3,"Vincent "Vinnie" Richards",M,2,1,0
100577,2,"Karin Richert-Balzer",F,1,0,1
101396,2,"Carl Joseph Robie, III",M,2,1,0
101399,2,"Daniel Santon Robin",M,0,2,0
101415,2,"Elizabeth M. "Betty" Robinson (-Schwartz)",F,2,1,0
101499,2,"Valentin Robu",M,0,2,0
101898,2,"Georges Charles Roes",M,0,2,0
101924,2,"Markus Antonius Rogan",M,0,2,0
102073,2,"Ibrahim Rojas Blanco",M,0,2,0
102324,2,"Maikro Eusebio Romero Esquivel",M,1,0,1
102538,2,"Valeria Roca-Rcil (-van Grningen)",F,1,0,1
102599,3,"Heidemarie "Heide" Rosendahl (-Ecker)",F,2,1,0
102616,2,"Edil Albert Rosenqvist",M,0,2,0
102870,2,"Keena Ruth Rothhammer (-Weisbly, -Zorovich)",F,1,0,1
102876,2,"Jrg Rthlisberger",M,1,0,1
103133,2,"Willy Mads Henry Rgeberg",M,1,0,1
103170,2,"Viktor Hennadiyovych Ruban",M,1,0,1
103276,2,"Yelena Grigoryevna Rudkovskaya",F,1,0,1
103437,2,"Tracie Lehuanani Ruiz-Conforto",F,2,1,0
103461,2,"Raema Lisa Rumbewas",F,0,2,0
103465,2,"Paul Joseph mile Rumeau",M,0,2,0
103774,2,"Harry Edgar Ryan",M,1,0,1
103830,2,"Jerzy Rybicki",M,1,0,1
104009,2,"Leonidas Sabanis",M,0,2,0
104227,2,"Timur Marselevich Safin",M,1,0,1
104389,2,"Henri Julius Reverony Saint Cyr",M,4,0,0
104827,3,"Vladimir Valeryevich Salnikov",M,4,0,0
104828,2,"Yury Grigoryevich Salnikov",M,1,0,1
105087,2,"Varteres Varteresovich Samurgashev",M,1,0,1
105173,2,"Germn Sal Snchez Snchez",M,0,2,0
105324,2,"Richard Joseph "Rich" Sanders",M,0,2,0
105434,2,"Julius Sang",M,1,0,1
105974,2,"William Spencer "Will" Satch",M,1,0,1
106423,2,"Mohamed Karim "Moe" Sbihi",M,1,0,1
107034,2,"Adelheid "Heidi" Schmid (-Grundmann)",F,1,0,1
107093,2,"Frederick Weber "Fred" Schmidt",M,1,0,1
107186,2,"Arnd Rdiger Schmitt",M,2,1,0
107393,3,"Jackson Volney Scholz",M,2,1,0
107536,2,"Gerco Bernardus Schrder",M,0,2,0
107564,2,"Martina Schrter",F,1,0,1
107993,2,"Duncan William MacNaughton Scott",M,0,2,0
108086,2,"Jonathan William C. "Jonny" Searle",M,1,0,1
109202,2,"Ibrahim Hassanien Shams",M,1,0,1
109247,2,"Oleksandr Maksymovych Shaparenko",M,2,1,0
109271,2,"Thomas Frederick "Tommy" Shardelow",M,0,2,0
109358,2,"Lasha Shavdatuashvili",M,1,0,1
109649,2,"Dmitry Stepanovich Shevchenko",M,1,0,1
109725,2,"Marion Lawrence "Larry" Shields",M,1,0,1
109726,2,"Susanne Marie "Susan" Shields (-White)",F,1,0,1
109869,2,"Kenzo Shirai",M,1,0,1
110234,2,"Jonathan Scott "Jon" Sieben",M,1,0,1
110258,2,"Birte Siech",F,1,0,1
110336,2,"Eugen Sigg (-Bchthold)",M,1,0,1
110701,2,"Toma Simionov",M,2,1,0
112207,2,"Calvin Smith",M,1,0,1
112249,2,"Ethel May Smith (-Stewart)",F,1,0,1
112334,2,"Leah Smith",F,1,0,1
112686,2,"Jack Sock",M,1,0,1
112998,2,"Hocine Soltani",M,1,0,1
113266,2,"Anioara Sorohan-Minea",F,1,0,1
113874,2,"Adolf Spinnler",M,1,0,1
114307,2,"Andrew William "Andy" Stanfield",M,2,1,0
114441,2,"Anatoly Vasilevich Starostin",M,2,1,0
115290,2,"Gerhard Karl Eduard Stck",M,1,0,1
115405,2,"Walter Raymond Stokes",M,1,0,1
115519,2,"Rginald Frdric Beaufoy Storms",M,0,2,0
115777,2,"Hilda Gwendolyn Strike (-Sisson)",F,0,2,0
115853,2,"Ellen Strophal-Streidt (-Wendland-)",F,1,0,1
115943,2,"Christa Stubnick (Seliger-, -Fischer)",F,0,2,0
115989,2,"Ivar Stukolkin",M,1,0,1
116812,2,"Hiroshi Suzuki",M,0,2,0
117044,2,"Jane Ellen Swagerty (-Hill)",F,1,0,1
117201,2,"Florence Madeleine (Mabel-) "Madge" Syers (Cave-)",F,1,0,1
117282,2,"Sergey Aleksandrovich Syrtsov",M,0,2,0
117486,2,"Andrs Szente",M,0,2,0
117580,2,"Tams Szombathelyi",M,0,2,0
117585,2,"Istvn Szondy",M,1,0,1
117699,2,"Norman Stephen "Norm" Taber",M,1,0,1
117771,2,"Neculai aga",M,1,0,1
117787,2,"Matteo Tagliariol",M,1,0,1
117796,2,"Nobutaka Taguchi",M,1,0,1
117837,2,"Armas Rudolf Taipale",M,2,1,0
117865,2,"Naoto Tajima",M,1,0,1
118297,2,"Tan Xue",F,0,2,0
119010,2,"Elbrus Soslanovych Tedieiev",M,1,0,1
119125,2,"Judit Temes (-Tuider)",F,1,0,1
119147,2,"Nabiba Naftali Temu",M,1,0,1
119419,2,"Cristina Teuscher",F,1,0,1
119545,2,"David Egmont Theile",M,2,1,0
119903,3,"Elaine Thompson",F,2,1,0
120591,3,"Aleksandr Vasilyevich Tkachov",M,2,1,0
120981,2,"Vasile Tomoiag",M,0,2,0
121031,2,"Tong Fei",M,0,2,0
106,2,"Agostino Abbagnale",M,3,0,0
339,2,"Namiq Yadulla Abdullayev",M,1,1,0
519,2,"Harold Maurice Abrahams",M,1,1,0
836,2,"Platt Adams",M,1,1,0
2420,2,"Andrs Aldama Cabrera",M,1,1,0
2495,2,"Larisa Aleksandrova-Popova",F,1,1,0
2894,2,"Derek Swithin Allhusen",M,1,1,0
3673,2,"Olle Henrik Martin Anderberg",M,1,1,0
3725,2,"Greta Marie Andersen (-Sonnichsen, -Veress)",F,1,1,0
3925,2,"Svensk Hjalmar Zakeus Andersson",M,1,1,0
5018,2,"Alessandro Argenton",M,1,1,0
5158,2,"Duncan John D'Arcy Armstrong",M,1,1,0
5219,2,"Donald John "Don" Arnold",M,1,1,0
5427,2,"Per-Olof Arvidsson",M,1,1,0
5488,2,"Karl Gsta sbrink",M,1,1,0
6429,2,"Jack Babashoff, Jr.",M,1,1,0
6651,2,"John Charles "Felix" Badcock",M,1,1,0
7020,2,"Kathleen Baker",F,1,1,0
7303,2,"Flicia Michele Sylviane Ballanger (-Vetu)",F,3,0,0
7920,2,"Valrie Gisele Angele Barlois-Mevel-Leroux",F,1,1,0
8106,2,"Peter Jones Barrett",M,1,1,0
8107,2,"Herbert Roper Barrett",M,1,1,0
8174,2,"Jack Leonard "Jay" Barrs, Jr.",M,1,1,0
9185,2,"Volker Beck",M,1,1,0
9495,2,"Aleksandr Vladimirovich Beketov",M,1,1,0
9770,3,"Melissa Louise Belote (-Hamlin, -Ripley)",F,3,0,0
10011,2,"Gbor Benedek",M,1,1,0
10160,2,"Brooke Marie Bennett (-Frioud)",F,3,0,0
10973,2,"Doina Ofelia Beliu-Melinte",F,1,1,0
11887,2,"ura "urica" Bjedov",F,1,1,0
11983,2,"Lawrence Jeffery "Larry" Black",M,1,1,0
12248,3,"Ethelda Marguerite Bleibtrey (-Schlatke)",F,3,0,0
12280,2,"Aleksandr Ivanovich Blinov",M,1,1,0
13145,2,"Carl Gustaf Bonde",M,1,1,0
13197,2,"George Valentine Bonhag",M,1,1,0
13822,2,"Gratsian Georgiyevich Botev",M,1,1,0
13882,2,"Joseph Stuart "Joe" Bottom",M,1,1,0
14482,2,"Walter Brack",M,1,1,0
14484,2,"Raymond Cope "Ray" Bracken",M,1,1,0
14549,2,"G. Alberto Braglia",M,3,0,0
14698,2,"Ana Maria Florentina Brnz-Popescu",F,1,1,0
14930,2,"Sebastian Brendel",M,3,0,0
15077,2,"Siegfried Brietzke",M,3,0,0
15526,2,"Arthur Godfrey Kilner Brown",M,1,1,0
15666,2,"Thomas Edwin "Tom" Bruce",M,1,1,0
15677,2,"Ralf Brudel",M,1,1,0
15847,2,"Olga Aleksandrovna Brusnikina",F,3,0,0
16557,2,"David George Brownlow Cecil Burghley",M,1,1,0
17315,2,"Lawrence J. "Larry" Cain",M,1,1,0
17697,2,"Darren Andrew Campbell",M,1,1,0
17980,2,"Luigi "Gino" Cantone",M,1,1,0
18232,3,"Richard John "Rick" Carey",M,3,0,0
18804,2,"Kellogg Kennon Venable Casey",M,1,1,0
19103,3,"Tracy Ann Caulkins (-Stockwell)",F,3,0,0
19626,2,"Harry Dwight Chamberlin",M,1,1,0
19942,3,"Robert Charpentier",M,3,0,0
21404,3,"Serhiy Oleksiyovych Chukhrai",M,3,0,0
21462,2,"Oksana Aleksandrovna Chusovitina",F,1,1,0
21836,2,"Sherman Rockwell "Sherm" Clark",M,1,1,0
22068,3,"Edmond Cloetens",M,3,0,0
22451,2,"Ross Hounsell Collinge",M,1,1,0
23588,2,"Lionel Malvyne Cox",M,1,1,0
24950,2,"Fabio Dal Zotto",M,1,1,0
25263,2,"Pelageya Aleksandrovna Danilova (-Demirdzhiyan)",F,1,1,0
25686,2,"Glenn Ashby Davis",M,3,0,0
25721,2,"Roderick Hopkins "Rod" Davis",M,1,1,0
25988,2,"Henri Jhan ric Joseph Marie de Buhan",M,3,0,0
26575,2,"George Frederick William de Relwyskow",M,1,1,0
26731,2,"Donna Elizabeth de Varona (-Pinto)",F,3,0,0
26938,2,"Lucie Dcosse",F,1,1,0
27395,2,"Charles Jules Delporte",M,1,1,0
27713,2,"Inna Vasilyevna Deriglazova",F,1,1,0
27940,2,"Yolanda Gail L. Devers (-Roberts)",F,3,0,0
28028,2,"Walter Ignace D'Hondt",M,1,1,0
28327,2,"George Thomas DiCarlo",M,1,1,0
29168,2,"Peter James Dolfen",M,1,1,0
29686,2,"Gabrielle Christina Victoria "Gabby" Douglas",F,3,0,0
29947,2,"Otis Paul Drayton",M,1,1,0
31544,2,"Henry Chandler Egan",M,1,1,0
33025,2,"Philippe Ermenault",M,1,1,0
33057,2,"Arianna Errigo",F,1,1,0
33555,2,"Walter Hamilton Ewing",M,1,1,0
34396,2,"Roger Federer",M,1,1,0
34636,2,"John Reginald Keith Fenning",M,1,1,0
34649,2,"Csaba Fenyvesi",M,3,0,0
35011,2,"Barbara Ann Ferrell (-Edmonson)",F,1,1,0
35078,2,"Serhiy Leonidovych Fesenko",M,1,1,0
35435,2,"George V. Finnegan",M,1,1,0
35992,2,"Bror Karl Fock",M,1,1,0
36144,3,"Ramn Fonst Segundo",M,3,0,0
36918,2,"Sylvie Frchette (-Van Strydonck)",F,1,1,0
36927,3,"Karl Telford Frederick",M,3,0,0
37009,2,"Karl Frei",M,1,1,0
37774,2,"Ernst Gaber",M,1,1,0
37775,2,"Karam Mohamed Gaber Ibrahim",M,1,1,0
37935,3,"Ambrose "Rowdy" Gaines, IV",M,3,0,0
39445,2,"Alphonse Gemuseus",M,1,1,0
39739,2,"Friedrich Wilhelm Gerhard",M,1,1,0
39906,2,"Arnaud Pascal Geyre",M,1,1,0
40396,2,"William Evans Garrett Gilmore",M,1,1,0
41634,2,"Ral Gonzlez Rodrguez",M,1,1,0
42211,2,"Samuel Louis "Sam" Graddy, III",M,1,1,0
42822,2,"John William Grieb",M,1,1,0
43110,2,"Robert Grondelaers",M,1,1,0
43622,2,"Irene May Guest (-Loog)",F,1,1,0
43716,2,"Joseph Guillemot",M,1,1,0
43932,2,"Jakob "Jack" Gnthard",M,1,1,0
44773,3,"Charles Archibald "Archie" Hahn",M,3,0,0
44842,3,"Nicole Lee Haislett (-Bacher)",F,3,0,0
45388,2,"Thomas "Tommy" Hampson",M,1,1,0
45391,2,"Millard Frank Hampton, Jr.",M,1,1,0
45586,2,"Cornelia Hanisch",F,1,1,0
45669,2,"Alf John Hansen",M,1,1,0
45825,2,"Brooke Louise Hanson (-Clarke)",F,1,1,0
46066,2,"Bruce Ira Harlan",M,1,1,0
46180,2,"Otis Harris, Jr.",M,1,1,0
46193,2,"Alvin Leonardo Harrison",M,1,1,0
46968,2,"Cecil Patrick Healy",M,1,1,0
47161,2,"Stephen Edward "Steve" Hegg",M,1,1,0
47468,2,"Carl Leopold Hellstrm",M,1,1,0
47749,3,"Jodie Clare Henry",F,3,0,0
48041,2,"Lauren Zoe "Laurie" Hernandez",F,1,1,0
48966,2,"Hong Xun Vinh",M,1,1,0
49033,2,"Percy Hodge",M,1,1,0
49666,2,"Conrad E. Homfeld",M,1,1,0
49685,2,"Valeriy Volodymyrovych Honcharov",M,1,1,0
50103,2,"Zoltn Horvth",M,1,1,0
50258,2,"Lemuel Clarence "Bud" Houser",M,3,0,0
50366,3,"Matilda "Lida" Howell (Scott-)",F,3,0,0
52263,2,"Viorica Ioja (-Vere)",F,1,1,0
52264,2,"Corneliu Ion",M,1,1,0
52744,2,"Paula Ivan (-Ilie)",F,1,1,0
53119,3,"Joseph "Joe" Jackson",M,3,0,0
53493,2,"George Lawrence "Larry" James",M,1,1,0
54418,2,"Mogens Frey Jensen (-Frey)",M,1,1,0
54472,2,"Jeon Byeong-Gwan",M,1,1,0
55200,2,"Carl August Hjalmar Johansson",M,1,1,0
55207,3,"Ivar Valentin Johansson",M,3,0,0
56209,2,"Medeya Jugeli",F,1,1,0
56762,2,"Akakios Kakiasvili",M,3,0,0
57357,2,"Chris Kappler",M,1,1,0
58046,2,"Elias Katz",M,1,1,0
58273,2,"Tatyana Vasilyevna Kazankina (-Kovalenko)",F,3,0,0
58314,2,"Pua Kele Kealoha",M,1,1,0
58597,2,"John Brenden "Jack" Kelly, Sr.",M,3,0,0
58881,2,"Aliz Kertsz",F,1,1,0
59196,2,"Pavel Petrovich Kharin",M,1,1,0
59207,2,"Sergey Vladimirovich Kharkov",M,3,0,0
59405,2,"Anatoly Mikhaylovich Khrapaty",M,1,1,0
60179,2,"Kim Nam-Sun",F,1,1,0
60558,2,"John Pitann Kinsella",M,1,1,0
60641,2,"Charles Frederick "Karch" Kiraly",M,3,0,0
60809,2,"Mariya Aleksandrovna Kiselyova",F,3,0,0
60928,2,"Harold Austin "Harry" Kitson",M,1,1,0
60954,2,"Abel Richard Kiviat",M,1,1,0
61386,2,"Jzef Klukowski",M,1,1,0
61776,2,"Marita Koch (-Meier)",F,1,1,0
61812,2,"Madison Taylor Kocian",F,1,1,0
61925,2,"Toshihiko Koga",M,1,1,0
62330,2,"Rachel Komisarz",F,1,1,0
62331,2,"Vera Yakovlevna Komisova (Nikitina-)",F,1,1,0
62455,2,"Clas Henrik Magnus Knig",M,1,1,0
62786,2,"Dorothea "Dora" Kring",F,1,1,0
62857,2,"Nikolay Pavlovich Korolkov",M,1,1,0
62858,2,"Yevgeny Viktorovich Korolkov",M,1,1,0
63491,2,"Yury Aleksandrovich Kovshov",M,1,1,0
63506,2,"Jan Kowalczyk",M,1,1,0
63761,2,"Serhiy Oleksandrovych Krasiuk",M,1,1,0
63840,3,"Barbara Krause (-Wanja)",F,3,0,0
63890,2,"Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)",F,1,1,0
66593,2,"Lao Lishi",F,1,1,0
66857,2,"Lance Melvin Larson",M,1,1,0
67083,2,"Walter Laufer",M,1,1,0
67089,2,"Jack David Laugher",M,1,1,0
67240,2,"Neale John Lavis",M,1,1,0
67764,2,"Tatyana Mikhaylovna Ledovskaya",F,1,1,0
67958,2,"Lee Hyo-Jeong",F,1,1,0
68271,2,"Clment Lefert",M,1,1,0
68647,2,"Eric Otto Valdemar Lemming",M,3,0,0
69420,2,"Li Ju",F,1,1,0
69455,2,"Li Na",F,1,1,0
70339,2,"Jeremy Porter Linn",M,1,1,0
71130,2,"Trofim Fyodorovich Lomakin",M,1,1,0
71298,2,"Carlos Alberto de Sousa Lopes",M,1,1,0
71441,2,"Nicolas Pierre Lopez",M,1,1,0
71914,2,"Lu Li",F,1,1,0
72102,2,"Klaus-Dieter Ludwig",M,1,1,0
72109,2,"Olaf Ludwig",M,1,1,0
72280,2,"Janne Lundblad",M,1,1,0
72290,2,"Peder Lunde, Jr.",M,1,1,0
72673,2,"Stephen John "Steve" Lysak",M,1,1,0
72698,2,"Lyubomir Yankov Lyubenov",M,1,1,0
72731,3,"Ma Lin",M,3,0,0
72735,2,"Ma Long",M,3,0,0
73065,2,"Archibald A. "Archie" MacKinnon",M,1,1,0
73081,2,"Stephen Albert "Steve" Macknowski",M,1,1,0
73220,3,"Helene Emma Madison",F,3,0,0
73221,2,"Tianna Madison-Bartoletta",F,3,0,0
73641,2,"Johann Adolf Friedrich "Hans" Maier",M,1,1,0
74491,2,"Shelley Isabel Mann",F,1,1,0
74525,2,"Madeline Manning-Jackson (-Mims)",F,1,1,0
74763,2,"Walter Frederick March",M,1,1,0
74764,2,"Werner Julius March",M,1,1,0
75262,2,"McKayla Rose Maroney",F,1,1,0
76653,2,"Joachim Mattern",M,1,1,0
76678,2,"Maurice Kershaw Matthews",M,1,1,0
76972,2,"Charles Mayer",M,1,1,0
77335,2,"Lynette Velma "Lyn" McClements (-McKenzie)",F,1,1,0
77986,2,"Richard John Hannay Meade",M,3,0,0
78101,3,"Aleksandr Vasilyevich Medved",M,3,0,0
78867,2,"Lewis Leon Meredith",M,1,1,0
79198,3,"Deborah Elizabeth "Debbie" Meyer (-Weber)",F,3,0,0
80642,2,"Attila Mizsr",M,1,1,0
81638,2,"Charles Hewes "Charlie" Moore, Jr.",M,1,1,0
81998,2,"Marino Morettini",M,1,1,0
82222,2,"Volodymyr Ivanovych Morozov",M,3,0,0
82302,3,"Bobby Joe Morrow",M,3,0,0
82415,2,"Glenn Edward "Ed" Moses",M,1,1,0
82985,2,"John Joseph Francis Mulcahy",M,1,1,0
83545,3,"Ryan Murphy",M,3,0,0
83764,2,"Halil Mutlu",M,3,0,0
84208,2,"Serhiy Viktorovych Nahorniy",M,1,1,0
85129,3,"Sandra Lynn "Sandy" Neilson (-Bell)",F,3,0,0
85388,2,"Mikhail Valeryevich Nestruyev",M,1,1,0
85457,2,"Alfred Karl Neuland (Neiland-)",M,1,1,0
85567,2,"Frederick Vaughn "Fred" Newhouse",M,1,1,0
85876,2,"Astier Nicolas",M,1,1,0
86537,2,"Mirko Niovi",M,1,1,0
86664,2,"Angelika Noack",F,1,1,0
86922,2,"Martha (Mrta) Maria Norelius (-McAllister, -Wright, -Brown)",F,3,0,0
86943,3,"Lars Daniel Norling",M,3,0,0
87404,2,"Liliya Foatovna Nurutdinova",F,1,1,0
88596,2,"Maria Olaru",F,1,1,0
89196,2,"Henrietta nodi",F,1,1,0
89847,2,"Oscar Paul Osthoff",M,1,1,0
90449,2,"Ann Elizabeth Packer (-Brightwell)",F,1,1,0
90745,2,"Anders Gustaf Paulus "Paul" Paln",M,1,1,0
91275,2,"Ulrich Papke",M,1,1,0
91282,2,"Lszl Papp",M,3,0,0
91401,3,"Vladimir Vladimirovich Parfenovich",M,3,0,0
91558,2,"Park Ju-Bong",M,1,1,0
91600,2,"Park Seong-Su",M,1,1,0
92529,2,"Adam George Peaty",M,1,1,0
93094,2,"Guiseppe Pietro "Joseph" Pepe",M,1,1,0
93169,2,"Marie-Jos Juliana Prec (Hontas-)",F,3,0,0
93483,2,"Gnter Perleberg",M,1,1,0
94206,2,"Giovanni Pettenella",M,1,1,0
94446,2,"Maria Johanna "Zus" Philipsen-Braun",F,1,1,0
95527,2,"Lionel Plumenail",M,1,1,0
95712,2,"Tomi Jaakko Poikolainen",M,1,1,0
96259,2,"Frans Wilhelm "Ville" Prhl (Horneman-)",M,1,1,0
96307,2,"Derek Porter-Nesbitt",M,1,1,0
96423,2,"Serhiy Albertovych Postriekhin",M,1,1,0
97837,2,"Jason Paul Queally",M,1,1,0
98220,2,"Andreea Mdlina Rducan",F,1,1,0
98936,2,"Susan Gerard Rapp (-von der Lippe)",F,1,1,0
99269,2,"Petrus Josephus "Piet" Raymakers",M,1,1,0
99523,2,"Peter "Pete" Reed",M,3,0,0
99805,3,"Rica Reinisch (-Assmann, -Neumann)",F,3,0,0
100254,2,"Harry Lee "Butch" Reynolds, Jr.",M,1,1,0
100455,3,"Stephanie Louise "Steph" Rice",F,3,0,0
100622,3,"Ulrike Richter (-Schmidt)",F,3,0,0
101338,2,"Arthur James Robertson",M,1,1,0
102206,2,"Euro Federico Roman",M,1,1,0
102263,2,"Vladimir Vatslavovich Romanovsky",M,1,1,0
102335,2,"Rebecca Jayne Romero",F,1,1,0
102603,2,"Fanny "Bobby" Rosenfeld",F,1,1,0
102704,3,"Norman DeMille Ross",M,3,0,0
102880,2,"Arthur Dale Rothrock",M,1,1,0
103370,2,"Iulic Ruican",M,1,1,0
103787,2,"Matthew Morgan "Matt" Ryan",M,3,0,0
103796,2,"Patrick James "Paddy" Ryan",M,1,1,0
103964,2,"Yrj Erik Mikael Saarela",M,1,1,0
103972,2,"Roy Allen Saari",M,1,1,0
103984,2,"Juho Julius Saaristo",M,1,1,0
